week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2024-03-04,BEV-002,STR-001,North,44,110.0,False,,0.0
2024-03-11,BEV-002,STR-001,North,36,90.0,False,,0.0
2024-03-18,BEV-002,STR-001,North,46,115.0,False,,0.0
2024-03-25,BEV-002,STR-001,North,10,25.0,False,,0.0
2024-04-01,BEV-002,STR-001,North,23,57.5,False,,0.0
2024-04-08,BEV-002,STR-001,North,56,103.6,True,BOGO,0.26
2024-04-15,BEV-002,STR-001,North,59,120.95,True,Price Cut,0.18
2024-04-22,BEV-002,STR-001,North,98,193.55,True,Bundle,0.21
2024-04-29,BEV-002,STR-001,North,13,32.5,False,,0.0
2024-05-06,BEV-002,STR-001,North,24,60.0,False,,0.0
2024-05-13,BEV-002,STR-001,North,22,55.0,False,,0.0
2024-05-20,BEV-002,STR-001,North,31,77.5,False,,0.0
2024-05-27,BEV-002,STR-001,North,15,37.5,False,,0.0
2024-06-03,BEV-002,STR-001,North,29,72.5,False,,0.0
2024-06-10,BEV-002,STR-001,North,37,92.5,False,,0.0
2024-01-01,BEV-003,STR-001,North,22,33.0,False,,0.0
2024-01-08,BEV-003,STR-001,North,15,22.5,False,,0.0
2024-01-15,BEV-003,STR-001,North,46,69.0,False,,0.0
2024-01-22,BEV-003,STR-001,North,57,64.98,True,Price Cut,0.24
2024-01-29,BEV-003,STR-001,North,89,100.12,True,Display Feature,0.25
2024-02-05,BEV-003,STR-001,North,21,31.5,False,,0.0
2024-02-12,BEV-003,STR-001,North,46,69.0,False,,0.0
2024-02-19,BEV-003,STR-001,North,26,31.59,True,Display Feature,0.19
2024-02-26,BEV-003,STR-001,North,32,48.0,False,,0.0
2024-03-04,BEV-003,STR-001,North,11,16.5,False,,0.0
2024-03-11,BEV-003,STR-001,North,41,61.5,False,,0.0
2024-03-18,BEV-003,STR-001,North,13,19.5,False,,0.0
2024-03-25,BEV-003,STR-001,North,26,39.0,False,,0.0
2024-04-01,BEV-003,STR-001,North,43,64.5,False,,0.0
2024-04-08,BEV-003,STR-001,North,25,37.5,False,,0.0
2024-04-15,BEV-003,STR-001,North,45,47.92,True,Display Feature,0.29
2024-04-22,BEV-003,STR-001,North,60,65.7,True,Price Cut,0.27
2024-04-29,BEV-003,STR-001,North,35,52.5,False,,0.0
2024-05-06,BEV-003,STR-001,North,29,43.5,False,,0.0
2024-05-13,BEV-003,STR-001,North,87,113.53,True,BOGO,0.13
2024-05-20,BEV-003,STR-001,North,20,30.0,False,,0.0
2024-05-27,BEV-003,STR-001,North,34,51.0,False,,0.0
2024-06-03,BEV-003,STR-001,North,39,58.5,False,,0.0
2024-06-10,BEV-003,STR-001,North,25,37.5,False,,0.0
2024-01-01,BEV-004,STR-001,North,11,11.0,False,,0.0
2024-01-08,BEV-004,STR-001,North,52,40.56,True,Price Cut,0.22
2024-01-15,BEV-004,STR-001,North,18,18.0,False,,0.0
2024-01-22,BEV-004,STR-001,North,25,25.0,False,,0.0
2024-01-29,BEV-004,STR-001,North,42,42.0,False,,0.0
2024-02-05,BEV-004,STR-001,North,17,17.0,False,,0.0
2024-02-12,BEV-004,STR-001,North,29,29.0,False,,0.0
2024-02-19,BEV-004,STR-001,North,52,36.92,True,Price Cut,0.29
2024-02-26,BEV-004,STR-001,North,25,25.0,False,,0.0
2024-03-04,BEV-004,STR-001,North,42,42.0,False,,0.0
2024-03-11,BEV-004,STR-001,North,30,30.0,False,,0.0
2024-03-18,BEV-004,STR-001,North,17,17.0,False,,0.0
2024-03-25,BEV-004,STR-001,North,42,42.0,False,,0.0
2024-04-01,BEV-004,STR-001,North,61,51.85,True,Display Feature,0.15
2024-04-08,BEV-004,STR-001,North,39,39.0,False,,0.0
2024-04-15,BEV-004,STR-001,North,17,17.0,False,,0.0
2024-04-22,BEV-004,STR-001,North,30,30.0,False,,0.0
2024-04-29,BEV-004,STR-001,North,42,42.0,False,,0.0
2024-05-06,BEV-004,STR-001,North,28,28.0,False,,0.0
2024-05-13,BEV-004,STR-001,North,64,56.32,True,Price Cut,0.12
2024-05-20,BEV-004,STR-001,North,38,38.0,False,,0.0
2024-05-27,BEV-004,STR-001,North,44,44.0,False,,0.0
2024-06-03,BEV-004,STR-001,North,84,58.8,True,Price Cut,0.3
2024-06-10,BEV-004,STR-001,North,44,44.0,False,,0.0
2024-01-01,BEV-005,STR-001,North,30,90.0,False,,0.0
2024-01-08,BEV-005,STR-001,North,12,36.0,False,,0.0
2024-01-15,BEV-005,STR-001,North,40,120.0,False,,0.0
2024-01-22,BEV-005,STR-001,North,49,147.0,False,,0.0
2024-01-29,BEV-005,STR-001,North,100,261.0,True,BOGO,0.13
2024-02-05,BEV-005,STR-001,North,11,33.0,False,,0.0
2024-02-12,BEV-005,STR-001,North,35,105.0,False,,0.0
2024-02-19,BEV-005,STR-001,North,18,54.0,False,,0.0
2024-02-26,BEV-005,STR-001,North,48,144.0,False,,0.0
2024-03-04,BEV-005,STR-001,North,35,105.0,False,,0.0
2024-03-11,BEV-005,STR-001,North,33,99.0,False,,0.0
2024-03-18,BEV-005,STR-001,North,51,130.05,True,BOGO,0.15
2024-03-25,BEV-005,STR-001,North,29,87.0,False,,0.0
2024-04-01,BEV-005,STR-001,North,56,119.28,True,Bundle,0.29
2024-04-08,BEV-005,STR-001,North,32,96.0,False,,0.0
2024-04-15,BEV-005,STR-001,North,11,33.0,False,,0.0
2024-04-22,BEV-005,STR-001,North,31,93.0,False,,0.0
2024-04-29,BEV-005,STR-001,North,31,93.0,False,,0.0
2024-05-06,BEV-005,STR-001,North,15,45.0,False,,0.0
2024-05-13,BEV-005,STR-001,North,46,138.0,False,,0.0
2024-05-20,BEV-005,STR-001,North,14,42.0,False,,0.0
2024-05-27,BEV-005,STR-001,North,41,123.0,False,,0.0
2024-06-03,BEV-005,STR-001,North,44,132.0,False,,0.0
2024-06-10,BEV-005,STR-001,North,57,129.96,True,BOGO,0.24
2024-01-01,BEV-006,STR-001,North,39,117.0,False,,0.0
2024-01-08,BEV-006,STR-001,North,28,84.0,False,,0.0
2024-01-15,BEV-006,STR-001,North,35,105.0,False,,0.0
2024-01-22,BEV-006,STR-001,North,81,196.83,True,Display Feature,0.19
2024-01-29,BEV-006,STR-001,North,10,30.0,False,,0.0
2024-02-05,BEV-006,STR-001,North,43,129.0,False,,0.0
2024-02-12,BEV-006,STR-001,North,55,140.25,True,Price Cut,0.15
2024-02-19,BEV-006,STR-001,North,10,30.0,False,,0.0
2024-02-26,BEV-006,STR-001,North,14,42.0,False,,0.0
2024-03-04,BEV-006,STR-001,North,12,36.0,False,,0.0
2024-03-11,BEV-006,STR-001,North,46,138.0,False,,0.0
2024-03-18,BEV-006,STR-001,North,45,105.3,True,Price Cut,0.22
2024-03-25,BEV-006,STR-001,North,104,280.8,True,BOGO,0.1
2024-04-01,BEV-006,STR-001,North,14,42.0,False,,0.0
2024-04-08,BEV-006,STR-001,North,96,244.8,True,Price Cut,0.15
2024-04-15,BEV-006,STR-001,North,45,135.0,False,,0.0
2024-04-22,BEV-006,STR-001,North,46,138.0,False,,0.0
2024-04-29,BEV-006,STR-001,North,27,72.09,True,Display Feature,0.11
2024-05-06,BEV-006,STR-001,North,19,57.0,False,,0.0
2024-05-13,BEV-006,STR-001,North,10,30.0,False,,0.0
2024-05-20,BEV-006,STR-001,North,25,75.0,False,,0.0
2024-05-27,BEV-006,STR-001,North,11,33.0,False,,0.0
2024-06-03,BEV-006,STR-001,North,41,123.0,False,,0.0
2024-06-10,BEV-006,STR-001,North,21,63.0,False,,0.0
2024-01-01,BEV-007,STR-001,North,81,278.64,True,Bundle,0.14
2024-01-08,BEV-007,STR-001,North,42,168.0,False,,0.0
2024-01-15,BEV-007,STR-001,North,38,152.0,False,,0.0
2024-01-22,BEV-007,STR-001,North,11,44.0,False,,0.0
2024-01-29,BEV-007,STR-001,North,35,140.0,False,,0.0
2024-02-05,BEV-007,STR-001,North,19,76.0,False,,0.0
2024-02-12,BEV-007,STR-001,North,16,64.0,False,,0.0
2024-02-19,BEV-007,STR-001,North,20,80.0,False,,0.0
2024-02-26,BEV-007,STR-001,North,78,265.2,True,Bundle,0.15
2024-03-04,BEV-007,STR-001,North,29,116.0,False,,0.0
2024-03-11,BEV-007,STR-001,North,33,132.0,False,,0.0
2024-03-18,BEV-007,STR-001,North,44,176.0,False,,0.0
2024-03-25,BEV-007,STR-001,North,64,220.16,True,Bundle,0.14
2024-04-01,BEV-007,STR-001,North,41,164.0,False,,0.0
2024-04-08,BEV-007,STR-001,North,22,88.0,False,,0.0
2024-04-15,BEV-007,STR-001,North,39,156.0,False,,0.0
2024-04-22,BEV-007,STR-001,North,29,116.0,False,,0.0
2024-04-29,BEV-007,STR-001,North,45,180.0,False,,0.0
2024-05-06,BEV-007,STR-001,North,28,112.0,False,,0.0
2024-05-13,BEV-007,STR-001,North,37,148.0,False,,0.0
2024-05-20,BEV-007,STR-001,North,28,112.0,False,,0.0
2024-05-27,BEV-007,STR-001,North,14,56.0,False,,0.0
2024-06-03,BEV-007,STR-001,North,30,120.0,False,,0.0
2024-06-10,BEV-007,STR-001,North,48,192.0,False,,0.0
2024-01-01,BEV-008,STR-001,North,23,92.0,False,,0.0
2024-01-08,BEV-008,STR-001,North,32,128.0,False,,0.0
2024-01-15,BEV-008,STR-001,North,27,108.0,False,,0.0
2024-01-22,BEV-008,STR-001,North,44,146.08,True,Bundle,0.17
2024-01-29,BEV-008,STR-001,North,47,188.0,False,,0.0
2024-02-05,BEV-008,STR-001,North,49,196.0,False,,0.0
2024-02-12,BEV-008,STR-001,North,36,144.0,False,,0.0
2024-02-19,BEV-008,STR-001,North,82,252.56,True,Price Cut,0.23
2024-02-26,BEV-008,STR-001,North,10,40.0,False,,0.0
2024-03-04,BEV-008,STR-001,North,34,136.0,False,,0.0
2024-03-11,BEV-008,STR-001,North,15,60.0,False,,0.0
2024-03-18,BEV-008,STR-001,North,94,334.64,True,Price Cut,0.11
2024-03-25,BEV-008,STR-001,North,28,112.0,False,,0.0
2024-04-01,BEV-008,STR-001,North,22,88.0,False,,0.0
2024-04-08,BEV-008,STR-001,North,17,68.0,False,,0.0
2024-04-15,BEV-008,STR-001,North,48,192.0,False,,0.0
2024-04-22,BEV-008,STR-001,North,37,148.0,False,,0.0
2024-04-29,BEV-008,STR-001,North,34,136.0,False,,0.0
2024-05-06,BEV-008,STR-001,North,15,60.0,False,,0.0
2024-05-13,BEV-008,STR-001,North,77,261.8,True,Price Cut,0.15
2024-05-20,BEV-008,STR-001,North,56,194.88,True,Bundle,0.13
2024-05-27,BEV-008,STR-001,North,20,80.0,False,,0.0
2024-06-03,BEV-008,STR-001,North,94,319.6,True,Bundle,0.15
2024-06-10,BEV-008,STR-001,North,27,108.0,False,,0.0
2024-01-01,BEV-009,STR-001,North,40,140.0,False,,0.0
2024-01-08,BEV-009,STR-001,North,12,42.0,False,,0.0
2024-01-15,BEV-009,STR-001,North,20,70.0,False,,0.0
2024-01-22,BEV-009,STR-001,North,25,87.5,False,,0.0
2024-01-29,BEV-009,STR-001,North,33,115.5,False,,0.0
2024-02-05,BEV-009,STR-001,North,37,129.5,False,,0.0
2024-02-12,BEV-009,STR-001,North,37,129.5,False,,0.0
2024-02-19,BEV-009,STR-001,North,45,157.5,False,,0.0
2024-02-26,BEV-009,STR-001,North,26,91.0,False,,0.0
2024-03-04,BEV-009,STR-001,North,29,101.5,False,,0.0
2024-03-11,BEV-009,STR-001,North,38,133.0,False,,0.0
2024-03-18,BEV-009,STR-001,North,15,52.5,False,,0.0
2024-03-25,BEV-009,STR-001,North,14,49.0,False,,0.0
2024-04-01,BEV-009,STR-001,North,19,66.5,False,,0.0
2024-04-08,BEV-009,STR-001,North,14,49.0,False,,0.0
2024-04-15,BEV-009,STR-001,North,10,35.0,False,,0.0
2024-04-22,BEV-009,STR-001,North,20,70.0,False,,0.0
2024-04-29,BEV-009,STR-001,North,34,119.0,False,,0.0
2024-05-06,BEV-009,STR-001,North,22,77.0,False,,0.0
2024-05-13,BEV-009,STR-001,North,44,154.0,False,,0.0
2024-05-20,BEV-009,STR-001,North,48,124.32,True,Bundle,0.26
2024-05-27,BEV-009,STR-001,North,47,164.5,False,,0.0
2024-06-03,BEV-009,STR-001,North,46,161.0,False,,0.0
2024-06-10,BEV-009,STR-001,North,19,66.5,False,,0.0
2024-01-01,BEV-010,STR-001,North,10,20.0,False,,0.0
2024-01-08,BEV-010,STR-001,North,13,26.0,False,,0.0
2024-01-15,BEV-010,STR-001,North,49,98.0,False,,0.0
2024-01-22,BEV-010,STR-001,North,17,34.0,False,,0.0
2024-01-29,BEV-010,STR-001,North,43,86.0,False,,0.0
2024-02-05,BEV-010,STR-001,North,21,42.0,False,,0.0
2024-02-12,BEV-010,STR-001,North,14,28.0,False,,0.0
2024-02-19,BEV-010,STR-001,North,26,52.0,False,,0.0
2024-02-26,BEV-010,STR-001,North,32,64.0,False,,0.0
2024-03-04,BEV-010,STR-001,North,23,46.0,False,,0.0
2024-03-11,BEV-010,STR-001,North,48,96.0,False,,0.0
2024-03-18,BEV-010,STR-001,North,43,86.0,False,,0.0
2024-03-25,BEV-010,STR-001,North,27,54.0,False,,0.0
2024-04-01,BEV-010,STR-001,North,43,86.0,False,,0.0
2024-04-08,BEV-010,STR-001,North,42,84.0,False,,0.0
2024-04-15,BEV-010,STR-001,North,39,78.0,False,,0.0
2024-04-22,BEV-010,STR-001,North,26,52.0,False,,0.0
2024-04-29,BEV-010,STR-001,North,19,38.0,False,,0.0
2024-05-06,BEV-010,STR-001,North,26,52.0,False,,0.0
2024-05-13,BEV-010,STR-001,North,48,85.44,True,Price Cut,0.11
2024-05-20,BEV-010,STR-001,North,11,22.0,False,,0.0
2024-05-27,BEV-010,STR-001,North,20,40.0,False,,0.0
2024-06-03,BEV-010,STR-001,North,32,64.0,False,,0.0
2024-06-10,BEV-010,STR-001,North,20,40.0,False,,0.0
2024-01-01,BEV-011,STR-001,North,49,88.2,False,,0.0
2024-01-08,BEV-011,STR-001,North,12,21.6,False,,0.0
2024-01-15,BEV-011,STR-001,North,41,73.8,False,,0.0
2024-01-22,BEV-011,STR-001,North,28,50.4,False,,0.0
2024-01-29,BEV-011,STR-001,North,114,145.69,True,Price Cut,0.29
2024-02-05,BEV-011,STR-001,North,74,115.88,True,BOGO,0.13
2024-02-12,BEV-011,STR-001,North,69,90.67,True,BOGO,0.27
2024-02-19,BEV-011,STR-001,North,23,41.4,False,,0.0
2024-02-26,BEV-011,STR-001,North,35,63.0,False,,0.0
2024-03-04,BEV-011,STR-001,North,31,55.8,False,,0.0
2024-03-11,BEV-011,STR-001,North,26,46.8,False,,0.0
2024-03-18,BEV-011,STR-001,North,17,30.6,False,,0.0
2024-03-25,BEV-011,STR-001,North,24,43.2,False,,0.0
2024-04-01,BEV-011,STR-001,North,31,55.8,False,,0.0
2024-04-08,BEV-011,STR-001,North,32,57.6,False,,0.0
2024-04-15,BEV-011,STR-001,North,35,63.0,False,,0.0
2024-04-22,BEV-011,STR-001,North,55,81.18,True,BOGO,0.18
2024-04-29,BEV-011,STR-001,North,27,48.6,False,,0.0
2024-05-06,BEV-011,STR-001,North,24,43.2,False,,0.0
2024-05-13,BEV-011,STR-001,North,46,82.8,False,,0.0
2024-05-20,BEV-011,STR-001,North,77,98.41,True,Display Feature,0.29
2024-05-27,BEV-011,STR-001,North,36,53.14,True,Display Feature,0.18
2024-06-03,BEV-011,STR-001,North,34,61.2,False,,0.0
2024-06-10,BEV-011,STR-001,North,27,48.6,False,,0.0
2024-01-01,BEV-012,STR-001,North,17,30.6,False,,0.0
2024-01-08,BEV-012,STR-001,North,28,50.4,False,,0.0
2024-01-15,BEV-012,STR-001,North,15,27.0,False,,0.0
2024-01-22,BEV-012,STR-001,North,43,77.4,False,,0.0
2024-01-29,BEV-012,STR-001,North,15,27.0,False,,0.0
2024-02-05,BEV-012,STR-001,North,31,55.8,False,,0.0
2024-02-12,BEV-012,STR-001,North,27,42.28,True,Bundle,0.13
2024-02-19,BEV-012,STR-001,North,100,140.4,True,Price Cut,0.22
2024-02-26,BEV-012,STR-001,North,12,21.6,False,,0.0
2024-03-04,BEV-012,STR-001,North,45,81.0,False,,0.0
2024-03-11,BEV-012,STR-001,North,29,46.46,True,Display Feature,0.11
2024-03-18,BEV-012,STR-001,North,15,27.0,False,,0.0
2024-03-25,BEV-012,STR-001,North,47,84.6,False,,0.0
2024-04-01,BEV-012,STR-001,North,11,19.8,False,,0.0
2024-04-08,BEV-012,STR-001,North,35,63.0,False,,0.0
2024-04-15,BEV-012,STR-001,North,14,25.2,False,,0.0
2024-04-22,BEV-012,STR-001,North,13,23.4,False,,0.0
2024-04-29,BEV-012,STR-001,North,72,115.34,True,BOGO,0.11
2024-05-06,BEV-012,STR-001,North,10,18.0,False,,0.0
2024-05-13,BEV-012,STR-001,North,46,82.8,False,,0.0
2024-05-20,BEV-012,STR-001,North,22,39.6,False,,0.0
2024-05-27,BEV-012,STR-001,North,31,49.66,True,BOGO,0.11
2024-06-03,BEV-012,STR-001,North,37,54.61,True,BOGO,0.18
2024-06-10,BEV-012,STR-001,North,29,52.2,False,,0.0
2024-01-01,BEV-013,STR-001,North,26,72.8,False,,0.0
2024-01-08,BEV-013,STR-001,North,33,92.4,False,,0.0
2024-01-15,BEV-013,STR-001,North,39,109.2,False,,0.0
2024-01-22,BEV-013,STR-001,North,23,64.4,False,,0.0
2024-01-29,BEV-013,STR-001,North,21,58.8,False,,0.0
2024-02-05,BEV-013,STR-001,North,77,168.17,True,BOGO,0.22
2024-02-12,BEV-013,STR-001,North,101,231.9,True,Price Cut,0.18
2024-02-19,BEV-013,STR-001,North,46,128.8,False,,0.0
2024-02-26,BEV-013,STR-001,North,44,123.2,False,,0.0
2024-03-04,BEV-013,STR-001,North,23,64.4,False,,0.0
2024-03-11,BEV-013,STR-001,North,34,95.2,False,,0.0
2024-03-18,BEV-013,STR-001,North,27,75.6,False,,0.0
2024-03-25,BEV-013,STR-001,North,49,137.2,False,,0.0
2024-04-01,BEV-013,STR-001,North,47,131.6,False,,0.0
2024-04-08,BEV-013,STR-001,North,42,117.6,False,,0.0
2024-04-15,BEV-013,STR-001,North,11,30.8,False,,0.0
2024-04-22,BEV-013,STR-001,North,93,184.88,True,Display Feature,0.29
2024-04-29,BEV-013,STR-001,North,15,42.0,False,,0.0
2024-05-06,BEV-013,STR-001,North,17,47.6,False,,0.0
2024-05-13,BEV-013,STR-001,North,54,128.52,True,Display Feature,0.15
2024-05-20,BEV-013,STR-001,North,39,109.2,False,,0.0
2024-05-27,BEV-013,STR-001,North,47,131.6,False,,0.0
2024-06-03,BEV-013,STR-001,North,46,128.8,False,,0.0
2024-06-10,BEV-013,STR-001,North,13,36.4,False,,0.0
2024-01-01,BEV-014,STR-001,North,19,53.2,False,,0.0
2024-01-08,BEV-014,STR-001,North,73,165.56,True,Display Feature,0.19
2024-01-15,BEV-014,STR-001,North,33,92.4,False,,0.0
2024-01-22,BEV-014,STR-001,North,38,106.4,False,,0.0
2024-01-29,BEV-014,STR-001,North,35,88.2,True,Price Cut,0.1
2024-02-05,BEV-014,STR-001,North,36,100.8,False,,0.0
2024-02-12,BEV-014,STR-001,North,45,126.0,False,,0.0
2024-02-19,BEV-014,STR-001,North,14,39.2,False,,0.0
2024-02-26,BEV-014,STR-001,North,36,89.71,True,Price Cut,0.11
2024-03-04,BEV-014,STR-001,North,17,47.6,False,,0.0
2024-03-11,BEV-014,STR-001,North,21,58.8,False,,0.0
2024-03-18,BEV-014,STR-001,North,27,75.6,False,,0.0
2024-03-25,BEV-014,STR-001,North,49,137.2,False,,0.0
2024-04-01,BEV-014,STR-001,North,45,126.0,False,,0.0
2024-04-08,BEV-014,STR-001,North,46,128.8,False,,0.0
2024-04-15,BEV-014,STR-001,North,37,103.6,False,,0.0
2024-04-22,BEV-014,STR-001,North,38,106.4,False,,0.0
2024-04-29,BEV-014,STR-001,North,31,86.8,False,,0.0
2024-05-06,BEV-014,STR-001,North,46,128.8,False,,0.0
2024-05-13,BEV-014,STR-001,North,98,238.73,True,Display Feature,0.13
2024-05-20,BEV-014,STR-001,North,10,28.0,False,,0.0
2024-05-27,BEV-014,STR-001,North,49,137.2,False,,0.0
2024-06-03,BEV-014,STR-001,North,18,50.4,False,,0.0
2024-06-10,BEV-014,STR-001,North,35,98.0,False,,0.0
2024-01-01,BEV-015,STR-001,North,34,74.8,False,,0.0
2024-01-08,BEV-015,STR-001,North,11,24.2,False,,0.0
2024-01-15,BEV-015,STR-001,North,43,94.6,False,,0.0
2024-01-22,BEV-015,STR-001,North,33,72.6,False,,0.0
2024-01-29,BEV-015,STR-001,North,15,33.0,False,,0.0
2024-02-05,BEV-015,STR-001,North,31,68.2,False,,0.0
2024-02-12,BEV-015,STR-001,North,67,106.13,True,Price Cut,0.28
2024-02-19,BEV-015,STR-001,North,75,133.65,True,BOGO,0.19
2024-02-26,BEV-015,STR-001,North,31,68.2,False,,0.0
2024-03-04,BEV-015,STR-001,North,16,35.2,False,,0.0
2024-03-11,BEV-015,STR-001,North,39,85.8,False,,0.0
2024-03-18,BEV-015,STR-001,North,28,61.6,False,,0.0
2024-03-25,BEV-015,STR-001,North,38,83.6,False,,0.0
2024-04-01,BEV-015,STR-001,North,81,139.0,True,Display Feature,0.22
2024-04-08,BEV-015,STR-001,North,20,44.0,False,,0.0
2024-04-15,BEV-015,STR-001,North,11,24.2,False,,0.0
2024-04-22,BEV-015,STR-001,North,13,28.6,False,,0.0
2024-04-29,BEV-015,STR-001,North,48,105.6,False,,0.0
2024-05-06,BEV-015,STR-001,North,19,41.8,False,,0.0
2024-05-13,BEV-015,STR-001,North,32,70.4,False,,0.0
2024-05-20,BEV-015,STR-001,North,41,69.45,True,Price Cut,0.23
2024-05-27,BEV-015,STR-001,North,12,26.4,False,,0.0
2024-06-03,BEV-015,STR-001,North,30,46.86,True,Price Cut,0.29
2024-06-10,BEV-015,STR-001,North,46,101.2,False,,0.0
2024-01-01,BEV-001,STR-002,South,17,42.5,False,,0.0
2024-01-08,BEV-001,STR-002,South,33,82.5,False,,0.0
2024-01-15,BEV-001,STR-002,South,25,62.5,False,,0.0
2024-01-22,BEV-001,STR-002,South,30,75.0,False,,0.0
2024-01-29,BEV-001,STR-002,South,27,67.5,False,,0.0
2024-02-05,BEV-001,STR-002,South,42,105.0,False,,0.0
2024-02-12,BEV-001,STR-002,South,28,70.0,False,,0.0
2024-02-19,BEV-001,STR-002,South,27,67.5,False,,0.0
2024-02-26,BEV-001,STR-002,South,14,35.0,False,,0.0
2024-03-04,BEV-001,STR-002,South,11,27.5,False,,0.0
2024-03-11,BEV-001,STR-002,South,21,52.5,False,,0.0
2024-03-18,BEV-001,STR-002,South,47,117.5,False,,0.0
2024-03-25,BEV-001,STR-002,South,44,110.0,False,,0.0
2024-04-01,BEV-001,STR-002,South,116,208.8,True,Price Cut,0.28
2024-04-08,BEV-001,STR-002,South,35,87.5,False,,0.0
2024-04-15,BEV-001,STR-002,South,11,27.5,False,,0.0
2024-04-22,BEV-001,STR-002,South,31,77.5,False,,0.0
2024-04-29,BEV-001,STR-002,South,81,172.12,True,BOGO,0.15
2024-05-06,BEV-001,STR-002,South,61,131.15,True,Display Feature,0.14
2024-05-13,BEV-001,STR-002,South,47,117.5,False,,0.0
2024-05-20,BEV-001,STR-002,South,34,85.0,False,,0.0
2024-05-27,BEV-001,STR-002,South,31,77.5,False,,0.0
2024-06-03,BEV-001,STR-002,South,40,100.0,False,,0.0
2024-06-10,BEV-001,STR-002,South,43,107.5,False,,0.0
2024-01-01,BEV-002,STR-002,South,52,104.0,True,Display Feature,0.2
2024-01-08,BEV-002,STR-002,South,11,27.5,False,,0.0
2024-01-15,BEV-002,STR-002,South,10,25.0,False,,0.0
2024-01-22,BEV-002,STR-002,South,82,180.4,True,Price Cut,0.12
2024-01-29,BEV-002,STR-002,South,49,122.5,False,,0.0
2024-02-05,BEV-002,STR-002,South,48,120.0,False,,0.0
2024-02-12,BEV-002,STR-002,South,33,82.5,False,,0.0
2024-02-19,BEV-002,STR-002,South,91,202.47,True,Display Feature,0.11
2024-02-26,BEV-002,STR-002,South,28,70.0,False,,0.0
2024-03-04,BEV-002,STR-002,South,43,107.5,False,,0.0
2024-03-11,BEV-002,STR-002,South,18,45.0,False,,0.0
2024-03-18,BEV-002,STR-002,South,10,25.0,False,,0.0
2024-03-25,BEV-002,STR-002,South,49,122.5,False,,0.0
2024-04-01,BEV-002,STR-002,South,44,110.0,False,,0.0
2024-04-08,BEV-002,STR-002,South,58,111.65,True,BOGO,0.23
2024-04-15,BEV-002,STR-002,South,26,65.0,False,,0.0
2024-04-22,BEV-002,STR-002,South,21,52.5,False,,0.0
2024-04-29,BEV-002,STR-002,South,28,70.0,False,,0.0
2024-05-06,BEV-002,STR-002,South,26,65.0,False,,0.0
2024-05-13,BEV-002,STR-002,South,25,62.5,False,,0.0
2024-05-20,BEV-002,STR-002,South,27,67.5,False,,0.0
2024-05-27,BEV-002,STR-002,South,35,87.5,False,,0.0
2024-06-03,BEV-002,STR-002,South,44,86.9,True,Bundle,0.21
2024-06-10,BEV-002,STR-002,South,32,80.0,False,,0.0
2024-01-01,BEV-003,STR-002,South,23,34.5,False,,0.0
2024-01-08,BEV-003,STR-002,South,18,27.0,False,,0.0
2024-01-15,BEV-003,STR-002,South,32,48.0,False,,0.0
