week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2024-04-01,BEV-002,STR-001,55,6,23,38,False
2024-04-08,BEV-002,STR-001,38,34,56,16,False
2024-04-15,BEV-002,STR-001,16,70,59,27,False
2024-04-22,BEV-002,STR-001,27,71,98,0,True
2024-04-29,BEV-002,STR-001,0,42,13,29,False
2024-05-06,BEV-002,STR-001,29,62,24,67,False
2024-05-13,BEV-002,STR-001,67,6,22,51,False
2024-05-20,BEV-002,STR-001,51,27,31,47,False
2024-05-27,BEV-002,STR-001,47,47,15,79,False
2024-06-03,BEV-002,STR-001,79,29,29,79,False
2024-06-10,BEV-002,STR-001,79,24,37,66,False
2024-01-01,BEV-003,STR-001,178,8,22,164,False
2024-01-08,BEV-003,STR-001,164,7,15,156,False
2024-01-15,BEV-003,STR-001,156,0,46,110,False
2024-01-22,BEV-003,STR-001,110,14,57,67,False
2024-01-29,BEV-003,STR-001,67,23,89,1,False
2024-02-05,BEV-003,STR-001,1,58,21,38,False
2024-02-12,BEV-003,STR-001,38,75,46,67,False
2024-02-19,BEV-003,STR-001,67,1,26,42,False
2024-02-26,BEV-003,STR-001,42,20,32,30,False
2024-03-04,BEV-003,STR-001,30,72,11,91,False
2024-03-11,BEV-003,STR-001,91,5,41,55,False
2024-03-18,BEV-003,STR-001,55,22,13,64,False
2024-03-25,BEV-003,STR-001,64,5,26,43,False
2024-04-01,BEV-003,STR-001,43,89,43,89,False
2024-04-08,BEV-003,STR-001,89,0,25,64,False
2024-04-15,BEV-003,STR-001,64,15,45,34,False
2024-04-22,BEV-003,STR-001,34,78,60,52,False
2024-04-29,BEV-003,STR-001,52,2,35,19,False
2024-05-06,BEV-003,STR-001,19,90,29,80,False
2024-05-13,BEV-003,STR-001,80,7,87,0,True
2024-05-20,BEV-003,STR-001,0,20,20,0,True
2024-05-27,BEV-003,STR-001,0,69,34,35,False
2024-06-03,BEV-003,STR-001,35,61,39,57,False
2024-06-10,BEV-003,STR-001,57,25,25,57,False
2024-01-01,BEV-004,STR-001,161,0,11,150,False
2024-01-08,BEV-004,STR-001,150,4,52,102,False
2024-01-15,BEV-004,STR-001,102,8,18,92,False
2024-01-22,BEV-004,STR-001,92,2,25,69,False
2024-01-29,BEV-004,STR-001,69,23,42,50,False
2024-02-05,BEV-004,STR-001,50,3,17,36,False
2024-02-12,BEV-004,STR-001,36,44,29,51,False
2024-02-19,BEV-004,STR-001,51,1,52,0,True
2024-02-26,BEV-004,STR-001,0,80,25,55,False
2024-03-04,BEV-004,STR-001,55,3,42,16,False
2024-03-11,BEV-004,STR-001,16,67,30,53,False
2024-03-18,BEV-004,STR-001,53,6,17,42,False
2024-03-25,BEV-004,STR-001,42,67,42,67,False
2024-04-01,BEV-004,STR-001,67,22,61,28,False
2024-04-08,BEV-004,STR-001,28,57,39,46,False
2024-04-15,BEV-004,STR-001,46,46,17,75,False
2024-04-22,BEV-004,STR-001,75,29,30,74,False
2024-04-29,BEV-004,STR-001,74,4,42,36,False
2024-05-06,BEV-004,STR-001,36,23,28,31,False
2024-05-13,BEV-004,STR-001,31,63,64,30,False
2024-05-20,BEV-004,STR-001,30,65,38,57,False
2024-05-27,BEV-004,STR-001,57,27,44,40,False
2024-06-03,BEV-004,STR-001,40,65,84,21,False
2024-06-10,BEV-004,STR-001,21,79,44,56,False
2024-01-01,BEV-005,STR-001,165,22,30,157,False
2024-01-08,BEV-005,STR-001,157,17,12,162,False
2024-01-15,BEV-005,STR-001,162,21,40,143,False
2024-01-22,BEV-005,STR-001,143,13,49,107,False
2024-01-29,BEV-005,STR-001,107,14,100,21,False
2024-02-05,BEV-005,STR-001,21,46,11,56,False
2024-02-12,BEV-005,STR-001,56,16,35,37,False
2024-02-19,BEV-005,STR-001,37,62,18,81,False
2024-02-26,BEV-005,STR-001,81,28,48,61,False
2024-03-04,BEV-005,STR-001,61,2,35,28,False
2024-03-11,BEV-005,STR-001,28,32,33,27,False
2024-03-18,BEV-005,STR-001,27,76,51,52,False
2024-03-25,BEV-005,STR-001,52,0,29,23,False
2024-04-01,BEV-005,STR-001,23,33,56,0,True
2024-04-08,BEV-005,STR-001,0,34,32,2,False
2024-04-15,BEV-005,STR-001,2,51,11,42,False
2024-04-22,BEV-005,STR-001,42,70,31,81,False
2024-04-29,BEV-005,STR-001,81,25,31,75,False
2024-05-06,BEV-005,STR-001,75,14,15,74,False
2024-05-13,BEV-005,STR-001,74,0,46,28,False
2024-05-20,BEV-005,STR-001,28,87,14,101,False
2024-05-27,BEV-005,STR-001,101,19,41,79,False
2024-06-03,BEV-005,STR-001,79,22,44,57,False
2024-06-10,BEV-005,STR-001,57,12,57,12,False
2024-01-01,BEV-006,STR-001,163,18,39,142,False
2024-01-08,BEV-006,STR-001,142,27,28,141,False
2024-01-15,BEV-006,STR-001,141,4,35,110,False
2024-01-22,BEV-006,STR-001,110,8,81,37,False
2024-01-29,BEV-006,STR-001,37,77,10,104,False
2024-02-05,BEV-006,STR-001,104,29,43,90,False
2024-02-12,BEV-006,STR-001,90,7,55,42,False
2024-02-19,BEV-006,STR-001,42,35,10,67,False
2024-02-26,BEV-006,STR-001,67,21,14,74,False
2024-03-04,BEV-006,STR-001,74,11,12,73,False
2024-03-11,BEV-006,STR-001,73,21,46,48,False
2024-03-18,BEV-006,STR-001,48,88,45,91,False
2024-03-25,BEV-006,STR-001,91,13,104,0,True
2024-04-01,BEV-006,STR-001,0,95,14,81,False
2024-04-08,BEV-006,STR-001,81,15,96,0,True
2024-04-15,BEV-006,STR-001,0,52,45,7,False
2024-04-22,BEV-006,STR-001,7,42,46,3,False
2024-04-29,BEV-006,STR-001,3,53,27,29,False
2024-05-06,BEV-006,STR-001,29,38,19,48,False
2024-05-13,BEV-006,STR-001,48,88,10,126,False
2024-05-20,BEV-006,STR-001,126,23,25,124,False
2024-05-27,BEV-006,STR-001,124,16,11,129,False
2024-06-03,BEV-006,STR-001,129,26,41,114,False
2024-06-10,BEV-006,STR-001,114,17,21,110,False
2024-01-01,BEV-007,STR-001,173,11,81,103,False
2024-01-08,BEV-007,STR-001,103,7,42,68,False
2024-01-15,BEV-007,STR-001,68,12,38,42,False
2024-01-22,BEV-007,STR-001,42,54,11,85,False
2024-01-29,BEV-007,STR-001,85,7,35,57,False
2024-02-05,BEV-007,STR-001,57,25,19,63,False
2024-02-12,BEV-007,STR-001,63,3,16,50,False
2024-02-19,BEV-007,STR-001,50,28,20,58,False
2024-02-26,BEV-007,STR-001,58,20,78,0,True
2024-03-04,BEV-007,STR-001,0,29,29,0,True
2024-03-11,BEV-007,STR-001,0,83,33,50,False
2024-03-18,BEV-007,STR-001,50,15,44,21,False
2024-03-25,BEV-007,STR-001,21,43,64,0,True
2024-04-01,BEV-007,STR-001,0,56,41,15,False
2024-04-08,BEV-007,STR-001,15,42,22,35,False
2024-04-15,BEV-007,STR-001,35,36,39,32,False
2024-04-22,BEV-007,STR-001,32,32,29,35,False
2024-04-29,BEV-007,STR-001,35,31,45,21,False
2024-05-06,BEV-007,STR-001,21,95,28,88,False
2024-05-13,BEV-007,STR-001,88,13,37,64,False
2024-05-20,BEV-007,STR-001,64,25,28,61,False
2024-05-27,BEV-007,STR-001,61,2,14,49,False
2024-06-03,BEV-007,STR-001,49,72,30,91,False
2024-06-10,BEV-007,STR-001,91,12,48,55,False
2024-01-01,BEV-008,STR-001,91,25,23,93,False
2024-01-08,BEV-008,STR-001,93,28,32,89,False
2024-01-15,BEV-008,STR-001,89,14,27,76,False
2024-01-22,BEV-008,STR-001,76,25,44,57,False
2024-01-29,BEV-008,STR-001,57,6,47,16,False
2024-02-05,BEV-008,STR-001,16,61,49,28,False
2024-02-12,BEV-008,STR-001,28,85,36,77,False
2024-02-19,BEV-008,STR-001,77,5,82,0,True
2024-02-26,BEV-008,STR-001,0,36,10,26,False
2024-03-04,BEV-008,STR-001,26,64,34,56,False
2024-03-11,BEV-008,STR-001,56,27,15,68,False
2024-03-18,BEV-008,STR-001,68,26,94,0,True
2024-03-25,BEV-008,STR-001,0,58,28,30,False
2024-04-01,BEV-008,STR-001,30,77,22,85,False
2024-04-08,BEV-008,STR-001,85,28,17,96,False
2024-04-15,BEV-008,STR-001,96,0,48,48,False
2024-04-22,BEV-008,STR-001,48,81,37,92,False
2024-04-29,BEV-008,STR-001,92,23,34,81,False
2024-05-06,BEV-008,STR-001,81,25,15,91,False
2024-05-13,BEV-008,STR-001,91,12,77,26,False
2024-05-20,BEV-008,STR-001,26,99,56,69,False
2024-05-27,BEV-008,STR-001,69,27,20,76,False
2024-06-03,BEV-008,STR-001,76,18,94,0,True
2024-06-10,BEV-008,STR-001,0,66,27,39,False
2024-01-01,BEV-009,STR-001,98,0,40,58,False
2024-01-08,BEV-009,STR-001,58,15,12,61,False
2024-01-15,BEV-009,STR-001,61,11,20,52,False
2024-01-22,BEV-009,STR-001,52,7,25,34,False
2024-01-29,BEV-009,STR-001,34,47,33,48,False
2024-02-05,BEV-009,STR-001,48,55,37,66,False
2024-02-12,BEV-009,STR-001,66,27,37,56,False
2024-02-19,BEV-009,STR-001,56,26,45,37,False
2024-02-26,BEV-009,STR-001,37,92,26,103,False
2024-03-04,BEV-009,STR-001,103,12,29,86,False
2024-03-11,BEV-009,STR-001,86,12,38,60,False
2024-03-18,BEV-009,STR-001,60,17,15,62,False
2024-03-25,BEV-009,STR-001,62,14,14,62,False
2024-04-01,BEV-009,STR-001,62,23,19,66,False
2024-04-08,BEV-009,STR-001,66,22,14,74,False
2024-04-15,BEV-009,STR-001,74,17,10,81,False
2024-04-22,BEV-009,STR-001,81,20,20,81,False
2024-04-29,BEV-009,STR-001,81,21,34,68,False
2024-05-06,BEV-009,STR-001,68,0,22,46,False
2024-05-13,BEV-009,STR-001,46,20,44,22,False
2024-05-20,BEV-009,STR-001,22,88,48,62,False
2024-05-27,BEV-009,STR-001,62,2,47,17,False
2024-06-03,BEV-009,STR-001,17,72,46,43,False
2024-06-10,BEV-009,STR-001,43,36,19,60,False
2024-01-01,BEV-010,STR-001,134,18,10,142,False
2024-01-08,BEV-010,STR-001,142,29,13,158,False
2024-01-15,BEV-010,STR-001,158,1,49,110,False
2024-01-22,BEV-010,STR-001,110,6,17,99,False
2024-01-29,BEV-010,STR-001,99,21,43,77,False
2024-02-05,BEV-010,STR-001,77,0,21,56,False
2024-02-12,BEV-010,STR-001,56,29,14,71,False
2024-02-19,BEV-010,STR-001,71,15,26,60,False
2024-02-26,BEV-010,STR-001,60,14,32,42,False
2024-03-04,BEV-010,STR-001,42,85,23,104,False
2024-03-11,BEV-010,STR-001,104,5,48,61,False
2024-03-18,BEV-010,STR-001,61,5,43,23,False
2024-03-25,BEV-010,STR-001,23,49,27,45,False
2024-04-01,BEV-010,STR-001,45,71,43,73,False
2024-04-08,BEV-010,STR-001,73,23,42,54,False
2024-04-15,BEV-010,STR-001,54,22,39,37,False
2024-04-22,BEV-010,STR-001,37,24,26,35,False
2024-04-29,BEV-010,STR-001,35,75,19,91,False
2024-05-06,BEV-010,STR-001,91,27,26,92,False
2024-05-13,BEV-010,STR-001,92,1,48,45,False
2024-05-20,BEV-010,STR-001,45,96,11,130,False
2024-05-27,BEV-010,STR-001,130,18,20,128,False
2024-06-03,BEV-010,STR-001,128,22,32,118,False
2024-06-10,BEV-010,STR-001,118,21,20,119,False
2024-01-01,BEV-011,STR-001,193,3,49,147,False
2024-01-08,BEV-011,STR-001,147,2,12,137,False
2024-01-15,BEV-011,STR-001,137,17,41,113,False
2024-01-22,BEV-011,STR-001,113,20,28,105,False
2024-01-29,BEV-011,STR-001,105,9,114,0,True
2024-02-05,BEV-011,STR-001,0,89,74,15,False
2024-02-12,BEV-011,STR-001,15,65,69,11,False
2024-02-19,BEV-011,STR-001,11,64,23,52,False
2024-02-26,BEV-011,STR-001,52,24,35,41,False
2024-03-04,BEV-011,STR-001,41,75,31,85,False
2024-03-11,BEV-011,STR-001,85,25,26,84,False
2024-03-18,BEV-011,STR-001,84,16,17,83,False
2024-03-25,BEV-011,STR-001,83,14,24,73,False
2024-04-01,BEV-011,STR-001,73,13,31,55,False
2024-04-08,BEV-011,STR-001,55,13,32,36,False
2024-04-15,BEV-011,STR-001,36,33,35,34,False
2024-04-22,BEV-011,STR-001,34,22,55,1,False
2024-04-29,BEV-011,STR-001,1,57,27,31,False
2024-05-06,BEV-011,STR-001,31,83,24,90,False
2024-05-13,BEV-011,STR-001,90,27,46,71,False
2024-05-20,BEV-011,STR-001,71,6,77,0,True
2024-05-27,BEV-011,STR-001,0,36,36,0,True
2024-06-03,BEV-011,STR-001,0,87,34,53,False
2024-06-10,BEV-011,STR-001,53,14,27,40,False
2024-01-01,BEV-012,STR-001,160,7,17,150,False
2024-01-08,BEV-012,STR-001,150,9,28,131,False
2024-01-15,BEV-012,STR-001,131,19,15,135,False
2024-01-22,BEV-012,STR-001,135,26,43,118,False
2024-01-29,BEV-012,STR-001,118,4,15,107,False
2024-02-05,BEV-012,STR-001,107,20,31,96,False
2024-02-12,BEV-012,STR-001,96,29,27,98,False
2024-02-19,BEV-012,STR-001,98,23,100,21,False
2024-02-26,BEV-012,STR-001,21,50,12,59,False
2024-03-04,BEV-012,STR-001,59,23,45,37,False
2024-03-11,BEV-012,STR-001,37,94,29,102,False
2024-03-18,BEV-012,STR-001,102,21,15,108,False
2024-03-25,BEV-012,STR-001,108,18,47,79,False
2024-04-01,BEV-012,STR-001,79,14,11,82,False
2024-04-08,BEV-012,STR-001,82,18,35,65,False
2024-04-15,BEV-012,STR-001,65,5,14,56,False
2024-04-22,BEV-012,STR-001,56,18,13,61,False
2024-04-29,BEV-012,STR-001,61,16,72,5,False
2024-05-06,BEV-012,STR-001,5,33,10,28,False
2024-05-13,BEV-012,STR-001,28,30,46,12,False
2024-05-20,BEV-012,STR-001,12,22,22,12,False
2024-05-27,BEV-012,STR-001,12,24,31,5,False
2024-06-03,BEV-012,STR-001,5,32,37,0,False
2024-06-10,BEV-012,STR-001,0,84,29,55,False
2024-01-01,BEV-013,STR-001,112,8,26,94,False
2024-01-08,BEV-013,STR-001,94,5,33,66,False
2024-01-15,BEV-013,STR-001,66,16,39,43,False
2024-01-22,BEV-013,STR-001,43,94,23,114,False
2024-01-29,BEV-013,STR-001,114,2,21,95,False
2024-02-05,BEV-013,STR-001,95,21,77,39,False
2024-02-12,BEV-013,STR-001,39,91,101,29,False
2024-02-19,BEV-013,STR-001,29,33,46,16,False
2024-02-26,BEV-013,STR-001,16,56,44,28,False
2024-03-04,BEV-013,STR-001,28,45,23,50,False
2024-03-11,BEV-013,STR-001,50,12,34,28,False
2024-03-18,BEV-013,STR-001,28,59,27,60,False
2024-03-25,BEV-013,STR-001,60,13,49,24,False
2024-04-01,BEV-013,STR-001,24,42,47,19,False
2024-04-08,BEV-013,STR-001,19,44,42,21,False
2024-04-15,BEV-013,STR-001,21,97,11,107,False
2024-04-22,BEV-013,STR-001,107,18,93,32,False
2024-04-29,BEV-013,STR-001,32,25,15,42,False
2024-05-06,BEV-013,STR-001,42,61,17,86,False
2024-05-13,BEV-013,STR-001,86,14,54,46,False
2024-05-20,BEV-013,STR-001,46,46,39,53,False
2024-05-27,BEV-013,STR-001,53,24,47,30,False
2024-06-03,BEV-013,STR-001,30,46,46,30,False
2024-06-10,BEV-013,STR-001,30,85,13,102,False
2024-01-01,BEV-014,STR-001,59,0,19,40,False
2024-01-08,BEV-014,STR-001,40,50,73,17,False
2024-01-15,BEV-014,STR-001,17,71,33,55,False
2024-01-22,BEV-014,STR-001,55,7,38,24,False
2024-01-29,BEV-014,STR-001,24,95,35,84,False
2024-02-05,BEV-014,STR-001,84,18,36,66,False
2024-02-12,BEV-014,STR-001,66,25,45,46,False
2024-02-19,BEV-014,STR-001,46,39,14,71,False
2024-02-26,BEV-014,STR-001,71,7,36,42,False
2024-03-04,BEV-014,STR-001,42,42,17,67,False
2024-03-11,BEV-014,STR-001,67,25,21,71,False
2024-03-18,BEV-014,STR-001,71,24,27,68,False
2024-03-25,BEV-014,STR-001,68,27,49,46,False
2024-04-01,BEV-014,STR-001,46,87,45,88,False
2024-04-08,BEV-014,STR-001,88,7,46,49,False
2024-04-15,BEV-014,STR-001,49,50,37,62,False
2024-04-22,BEV-014,STR-001,62,13,38,37,False
2024-04-29,BEV-014,STR-001,37,30,31,36,False
2024-05-06,BEV-014,STR-001,36,40,46,30,False
2024-05-13,BEV-014,STR-001,30,73,98,5,False
2024-05-20,BEV-014,STR-001,5,82,10,77,False
2024-05-27,BEV-014,STR-001,77,14,49,42,False
2024-06-03,BEV-014,STR-001,42,72,18,96,False
2024-06-10,BEV-014,STR-001,96,8,35,69,False
2024-01-01,BEV-015,STR-001,84,25,34,75,False
2024-01-08,BEV-015,STR-001,75,6,11,70,False
2024-01-15,BEV-015,STR-001,70,26,43,53,False
2024-01-22,BEV-015,STR-001,53,24,33,44,False
2024-01-29,BEV-015,STR-001,44,52,15,81,False
2024-02-05,BEV-015,STR-001,81,25,31,75,False
2024-02-12,BEV-015,STR-001,75,16,67,24,False
2024-02-19,BEV-015,STR-001,24,68,75,17,False
2024-02-26,BEV-015,STR-001,17,82,31,68,False
2024-03-04,BEV-015,STR-001,68,0,16,52,False
2024-03-11,BEV-015,STR-001,52,22,39,35,False
2024-03-18,BEV-015,STR-001,35,81,28,88,False
2024-03-25,BEV-015,STR-001,88,16,38,66,False
2024-04-01,BEV-015,STR-001,66,15,81,0,True
2024-04-08,BEV-015,STR-001,0,20,20,0,True
2024-04-15,BEV-015,STR-001,0,57,11,46,False
2024-04-22,BEV-015,STR-001,46,20,13,53,False
2024-04-29,BEV-015,STR-001,53,2,48,7,False
2024-05-06,BEV-015,STR-001,7,53,19,41,False
2024-05-13,BEV-015,STR-001,41,74,32,83,False
2024-05-20,BEV-015,STR-001,83,28,41,70,False
2024-05-27,BEV-015,STR-001,70,23,12,81,False
2024-06-03,BEV-015,STR-001,81,21,30,72,False
2024-06-10,BEV-015,STR-001,72,2,46,28,False
2024-01-01,BEV-001,STR-002,100,1,17,84,False
2024-01-08,BEV-001,STR-002,84,13,33,64,False
2024-01-15,BEV-001,STR-002,64,3,25,42,False
2024-01-22,BEV-001,STR-002,42,33,30,45,False
2024-01-29,BEV-001,STR-002,45,26,27,44,False
2024-02-05,BEV-001,STR-002,44,42,42,44,False
2024-02-12,BEV-001,STR-002,44,55,28,71,False
2024-02-19,BEV-001,STR-002,71,1,27,45,False
2024-02-26,BEV-001,STR-002,45,39,14,70,False
2024-03-04,BEV-001,STR-002,70,2,11,61,False
2024-03-11,BEV-001,STR-002,61,19,21,59,False
2024-03-18,BEV-001,STR-002,59,29,47,41,False
2024-03-25,BEV-001,STR-002,41,43,44,40,False
2024-04-01,BEV-001,STR-002,40,78,116,2,False
2024-04-08,BEV-001,STR-002,2,33,35,0,True
2024-04-15,BEV-001,STR-002,0,44,11,33,False
2024-04-22,BEV-001,STR-002,33,23,31,25,False
2024-04-29,BEV-001,STR-002,25,56,81,0,True
2024-05-06,BEV-001,STR-002,0,61,61,0,True
2024-05-13,BEV-001,STR-002,0,53,47,6,False
2024-05-20,BEV-001,STR-002,6,95,34,67,False
2024-05-27,BEV-001,STR-002,67,20,31,56,False
2024-06-03,BEV-001,STR-002,56,5,40,21,False
2024-06-10,BEV-001,STR-002,21,31,43,9,False
2024-01-01,BEV-002,STR-002,102,25,52,75,False
2024-01-08,BEV-002,STR-002,75,27,11,91,False
2024-01-15,BEV-002,STR-002,91,18,10,99,False
2024-01-22,BEV-002,STR-002,99,28,82,45,False
2024-01-29,BEV-002,STR-002,45,30,49,26,False
2024-02-05,BEV-002,STR-002,26,73,48,51,False
2024-02-12,BEV-002,STR-002,51,21,33,39,False
2024-02-19,BEV-002,STR-002,39,55,91,3,False
2024-02-26,BEV-002,STR-002,3,81,28,56,False
2024-03-04,BEV-002,STR-002,56,8,43,21,False
2024-03-11,BEV-002,STR-002,21,92,18,95,False
2024-03-18,BEV-002,STR-002,95,24,10,109,False
2024-03-25,BEV-002,STR-002,109,9,49,69,False
2024-04-01,BEV-002,STR-002,69,2,44,27,False
2024-04-08,BEV-002,STR-002,27,31,58,0,True
2024-04-15,BEV-002,STR-002,0,93,26,67,False
2024-04-22,BEV-002,STR-002,67,29,21,75,False
2024-04-29,BEV-002,STR-002,75,7,28,54,False
2024-05-06,BEV-002,STR-002,54,22,26,50,False
2024-05-13,BEV-002,STR-002,50,5,25,30,False
2024-05-20,BEV-002,STR-002,30,31,27,34,False
2024-05-27,BEV-002,STR-002,34,45,35,44,False
2024-06-03,BEV-002,STR-002,44,35,44,35,False
2024-06-10,BEV-002,STR-002,35,45,32,48,False
2024-01-01,BEV-003,STR-002,135,14,23,126,False
2024-01-08,BEV-003,STR-002,126,18,18,126,False
2024-01-15,BEV-003,STR-002,126,28,32,122,False
2024-01-22,BEV-003,STR-002,122,19,39,102,False
2024-01-29,BEV-003,STR-002,102,26,27,101,False
2024-02-05,BEV-003,STR-002,101,13,26,88,False
2024-02-12,BEV-003,STR-002,88,11,44,55,False
2024-02-19,BEV-003,STR-002,55,2,57,0,True
2024-02-26,BEV-003,STR-002,0,74,49,25,False
2024-03-04,BEV-003,STR-002,25,34,48,11,False
2024-03-11,BEV-003,STR-002,11,44,13,42,False
2024-03-18,BEV-003,STR-002,42,35,42,35,False
2024-03-25,BEV-003,STR-002,35,74,11,98,False
2024-04-01,BEV-003,STR-002,98,29,43,84,False
2024-04-08,BEV-003,STR-002,84,12,69,27,False
2024-04-15,BEV-003,STR-002,27,58,41,44,False
2024-04-22,BEV-003,STR-002,44,81,60,65,False
2024-04-29,BEV-003,STR-002,65,23,77,11,False
2024-05-06,BEV-003,STR-002,11,49,19,41,False
2024-05-13,BEV-003,STR-002,41,24,48,17,False
2024-05-20,BEV-003,STR-002,17,64,12,69,False
2024-05-27,BEV-003,STR-002,69,17,39,47,False
2024-06-03,BEV-003,STR-002,47,44,46,45,False
2024-06-10,BEV-003,STR-002,45,92,24,113,False
2024-01-01,BEV-004,STR-002,192,3,33,162,False
2024-01-08,BEV-004,STR-002,162,28,46,144,False
2024-01-15,BEV-004,STR-002,144,6,15,135,False
2024-01-22,BEV-004,STR-002,135,10,33,112,False
2024-01-29,BEV-004,STR-002,112,24,43,93,False
2024-02-05,BEV-004,STR-002,93,26,13,106,False
2024-02-12,BEV-004,STR-002,106,21,38,89,False
2024-02-19,BEV-004,STR-002,89,10,19,80,False
2024-02-26,BEV-004,STR-002,80,8,67,21,False
2024-03-04,BEV-004,STR-002,21,25,26,20,False
2024-03-11,BEV-004,STR-002,20,68,32,56,False
2024-03-18,BEV-004,STR-002,56,25,29,52,False
2024-03-25,BEV-004,STR-002,52,17,44,25,False
2024-04-01,BEV-004,STR-002,25,22,26,21,False
2024-04-08,BEV-004,STR-002,21,32,47,6,False
2024-04-15,BEV-004,STR-002,6,92,34,64,False
2024-04-22,BEV-004,STR-002,64,1,46,19,False
2024-04-29,BEV-004,STR-002,19,48,12,55,False
2024-05-06,BEV-004,STR-002,55,1,34,22,False
2024-05-13,BEV-004,STR-002,22,98,18,102,False
2024-05-20,BEV-004,STR-002,102,10,14,98,False
2024-05-27,BEV-004,STR-002,98,27,98,27,False
2024-06-03,BEV-004,STR-002,27,24,17,34,False
2024-06-10,BEV-004,STR-002,34,89,93,30,False
2024-01-01,BEV-005,STR-002,86,27,22,91,False
2024-01-08,BEV-005,STR-002,91,17,40,68,False
2024-01-15,BEV-005,STR-002,68,29,41,56,False
2024-01-22,BEV-005,STR-002,56,23,12,67,False
2024-01-29,BEV-005,STR-002,67,26,49,44,False
2024-02-05,BEV-005,STR-002,44,25,42,27,False
2024-02-12,BEV-005,STR-002,27,59,25,61,False
2024-02-19,BEV-005,STR-002,61,10,22,49,False
2024-02-26,BEV-005,STR-002,49,82,45,86,False
2024-03-04,BEV-005,STR-002,86,4,16,74,False
2024-03-11,BEV-005,STR-002,74,22,40,56,False
2024-03-18,BEV-005,STR-002,56,10,66,0,True
2024-03-25,BEV-005,STR-002,0,50,48,2,False
2024-04-01,BEV-005,STR-002,2,97,33,66,False
2024-04-08,BEV-005,STR-002,66,6,21,51,False
2024-04-15,BEV-005,STR-002,51,13,34,30,False
2024-04-22,BEV-005,STR-002,30,79,26,83,False
2024-04-29,BEV-005,STR-002,83,15,98,0,True
2024-05-06,BEV-005,STR-002,0,90,90,0,True
2024-05-13,BEV-005,STR-002,0,82,41,41,False
2024-05-20,BEV-005,STR-002,41,56,24,73,False
2024-05-27,BEV-005,STR-002,73,19,36,56,False
2024-06-03,BEV-005,STR-002,56,26,13,69,False
2024-06-10,BEV-005,STR-002,69,21,67,23,False
2024-01-01,BEV-006,STR-002,194,21,10,205,False
2024-01-08,BEV-006,STR-002,205,17,27,195,False
2024-01-15,BEV-006,STR-002,195,11,38,168,False
2024-01-22,BEV-006,STR-002,168,19,44,143,False
2024-01-29,BEV-006,STR-002,143,28,16,155,False
2024-02-05,BEV-006,STR-002,155,14,37,132,False
2024-02-12,BEV-006,STR-002,132,25,20,137,False
2024-02-19,BEV-006,STR-002,137,13,74,76,False
2024-02-26,BEV-006,STR-002,76,16,13,79,False
2024-03-04,BEV-006,STR-002,79,14,93,0,True
2024-03-11,BEV-006,STR-002,0,94,38,56,False
2024-03-18,BEV-006,STR-002,56,14,11,59,False
2024-03-25,BEV-006,STR-002,59,10,31,38,False
2024-04-01,BEV-006,STR-002,38,75,26,87,False
2024-04-08,BEV-006,STR-002,87,14,30,71,False
2024-04-15,BEV-006,STR-002,71,5,29,47,False
2024-04-22,BEV-006,STR-002,47,22,14,55,False
